date,month,season,yday,site_id,cyan,hapto,green,cryp,dino,dict,raph,diat
2019-05-14,5,spring,134,DFO2,0.031984735280275345,0.19068920612335205,0.7228485643863678,2.76582924524943,0.2715752174456914,0,0.2901739353934924,1.7268852392832439
2019-06-11,6,spring,162,DFO2,0.032966362312436104,0.004276149906218052,0.030264978607495625,0.8539077937602997,0.013323385346059998,0.011740339919924736,0,2.610856215159098
2019-07-06,7,summer,187,DFO2,0.09530541424949963,0.1461594725648562,0.29518404851357144,1.1009157697359722,0.4381997187932332,0.012666081738037368,0.052439337596297264,3.124358375867208
2019-08-05,8,summer,217,DFO2,0.2656448756655057,0.08431502059102058,0.5120560973882675,2.7361554702123008,0.18880265951156616,0,0.2894533450404803,0.06916374030212562
2019-09-02,9,summer,245,DFO2,0.06675419087211291,0.004713459580671042,0.100242896626393,1.2607495486736298,0.4357595344384511,0.15460226808985075,0.1035472188765804,4.803643782933553
2019-10-04,10,autumn,277,DFO2,0,0.030183949197332065,0.3715791354576747,0.6195134222507477,0.16186262170473734,0,0.11680457182228565,0.25144197046756744
2019-11-25,11,autumn,329,DFO2,9.226393546365822e-4,0.016076785512268543,0.06485721779366334,0.1211411642531554,0.0723641353348891,0,0.09707449252406757,0
2019-05-11,5,spring,131,KC10,0.02144820025811593,0.03185582502434651,0.2180245965719223,1.4471037983894348,0.5188919752836227,0.005721304255227248,0.04920737356102715,2.68300453821818
2019-06-10,6,spring,161,KC10,0.03741536848247051,0.21603450427452722,0.23865900685389838,0.9458652337392172,0.3236578752597173,0.01844875297198693,0.06518085207790136,2.823616623878479
2019-07-10,7,summer,191,KC10,0.049029117450118065,0.1169553113480409,0.029358798327545326,0.2545561169584592,0.2952653070290883,0,0.1228849987188975,0.7339456876118978
2019-08-03,8,summer,215,KC10,0.1039438433945179,0.17113748689492544,0.17330707609653473,0.6530328691005707,0.15052248040835062,0,0.10067576169967651,0.269294040898482
2019-09-01,9,summer,244,KC10,0.10131938755512238,0.2762308319409688,0.36951187749703723,1.4896874229113262,0.49945694704850513,0.3034846882025401,1.0377221902211506,0.247203695277373
2019-10-01,10,autumn,274,KC10,0.030606533711155254,0.03494079224765301,0.11047388861576717,0.2572997684280078,0.08911482989788055,0.13883822659651437,0.1534670169154803,0
2019-11-26,11,autumn,330,KC10,5.748670179552088e-4,0.05025525018572807,0.09411099180579185,0.21711279451847076,0.0914811280866464,0.16257202625274658,0.08823833490411441,0
2019-05-13,5,spring,133,QCS01,0.4773370573918025,0.01077321891595299,0.10670358563462894,1.399028976758321,0.0323917333347102,0.05244740362589558,0,10.0787140528361
2019-06-09,6,spring,160,QCS01,0.043434531117479004,0.22572577248016992,0.1604153315226237,0.42603136599063873,0.2174545998374621,0,0.1122656799852848,1.6016422311464946
2019-07-07,7,summer,188,QCS01,0.1127068152030309,0.512473593155543,0.08422144005695979,0.8161517182985941,0.5203145941098531,0,0.15037530039747557,2.5625603596369424
2019-08-06,8,summer,218,QCS01,0.16201735536257425,0.9148089786370596,0.4354962209860484,0.8604871233304342,0.5801470925410589,0,0.1153567290554444,2.146093964576721
2019-08-31,8,summer,243,QCS01,0.050211689745386444,0.7145890494187673,0.33122050762176514,1.3239855964978535,0.6657179395357767,1.2233699957529705,0.5176602502663931,0
2019-10-05,10,autumn,278,QCS01,0.03866681673874458,0.40017904341220856,0.11882825568318367,0.4612821737925212,0.16978881259759268,0.6177540024121603,0.12556781123081842,0
2019-11-28,11,autumn,332,QCS01,1.2736153197086728e-4,0.027250375288228195,0.04885460498432318,0.06625438295304775,0.06733153449992339,0,0.08704159284631412,0
2019-05-09,5,spring,129,QU39,0.09845486469566822,0.07617547238866489,0.4006275733311971,1.0724159280459087,0.2834467515349388,0.06115978707869848,0.06543245709811647,1.7675368189811707
2019-06-04,6,spring,155,QU39,0.22211159393191338,0.11180548369884491,1.3049572904904683,0.69702911376953125,2.119630613985161e-4,0.263349786400795,0,0.15998064974943796
2019-07-09,7,summer,190,QU39,0.38174742956956226,0.0526345856487751,0.245320163667202,0.5487734973430634,0.1081732598443826,0.05395434812332193,0.03996670121947924,0
2019-08-07,8,summer,219,QU39,1.6770887573560078,0.04153524277110895,0.7201981544494629,0.862057089805603,0.13955341652035713,0.0020443092410763106,0.007711408659815788,0
2019-08-29,8,summer,241,QU39,0.23066131273905435,0.038987169663111367,0.3862812916437785,0.7052202224731445,0.09406108781695366,0.14039762069781622,0.08565443195402622,0
2019-10-09,10,autumn,282,QU39,0.30150579164425534,0.03812704235315323,0.25171492000420886,0.5038900375366211,0.0906007041533788,0.14128229146202406,0.07739339955151081,0
2019-11-26,11,autumn,330,QU39,0.040564071387052536,0.02145933515081803,0.22884915272394815,0.3444479703903198,0.09910804033279419,0.1378675326704979,0.083124998336037,0
