action,event_pk,rn,is_replicate,date,work_area,organization,survey,sampling_bout,site_id,project_specific_id,hakai_id,source,lat,long,gather_lat,gather_long,collection_method,line_out_depth,pressure_transducer_depth,filtered,filter_type,volume,installed,collected,preserved,analyzed,lab_technician,nh4_,no2_no3_um,no2_no3_ugl,no2_no3_units,tp,tdp,tn,tdn,srp,po4,sio2,po4pfilt,no3nfilt,po4punfl,no3nunfl,nh4nunfl,nh4__flag,no2_no3_flag,tp_flag,tdp_flag,tn_flag,tdn_flag,srp_flag,po4_flag,sio2_flag,po4pfilt_flag,no3nfilt_flag,po4punfl_flag,no3nunfl_flag,nh4nunfl_flag,analyzing_lab,row_flag,metadata_qc_flag,quality_level,comments,quality_log
,440217,1,,2018-10-24,QUADRA,HAKAI,QOMA5,3,QU39,,QNUT4826,M,50.0307000000001,-125.0992,50.03313214,-125.09926242,,40,,,0.45nm,13,,2018-10-24T16:57:48.000Z,2018-10-24T18:04:12.000Z,2018-11-26T08:00:00.000Z,carolyn.prentice;chris.osullivan;Lucy Quayle,,27.2292613304666,,uM,,,,,,2.48460182983441,55.0742020504753,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Sampling Event Metadata QC'd by CO
,440217,1,,2018-10-24,QUADRA,HAKAI,QOMA5,3,QU39,,QNUT4827,M,50.0307000000001,-125.0992,50.03313214,-125.09926242,,50,48.8256768,,0.45nm,13,,2018-10-24T16:57:48.000Z,2018-10-24T18:04:12.000Z,2018-11-26T08:00:00.000Z,carolyn.prentice;chris.osullivan;Lucy Quayle,,28.1845085477034,,uM,,,,,,2.5126450583895,57.8745524619645,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Sampling Event Metadata QC'd by CO
,440217,1,,2018-10-24,QUADRA,HAKAI,QOMA5,3,QU39,,QNUT4828,M,50.0307000000001,-125.0992,50.03313214,-125.09926242,,75,,,0.45nm,13,,2018-10-24T16:57:48.000Z,2018-10-24T18:04:12.000Z,2018-11-26T08:00:00.000Z,carolyn.prentice;chris.osullivan;Lucy Quayle,,29.9633510029884,,uM,,,,,,2.66044036071883,59.5918858963272,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Sampling Event Metadata QC'd by CO
,440217,1,,2018-10-24,QUADRA,HAKAI,QOMA5,3,QU39,,QNUT4829,M,50.0307000000001,-125.0992,50.03313214,-125.09926242,,100,94.8762707,,0.45nm,13,,2018-10-24T16:57:48.000Z,2018-10-24T18:04:12.000Z,2018-11-26T08:00:00.000Z,carolyn.prentice;chris.osullivan;Lucy Quayle,,34.8457022236505,,uM,,,,,,2.85720010660828,59.0604721607726,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Sampling Event Metadata QC'd by CO
,440214,1,,2018-10-24,QUADRA,HAKAI,QOMA5,4,QU39,,QM828,M,50.0307000000001,-125.0992,50.0314913,-125.0995458,,150,,,0.45nm,13,,2018-10-24T17:42:06.000Z,2018-10-24T18:01:13.000Z,,carolyn.prentice;chris.osullivan;Lucy Quayle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Available,,Technicianmr,,1: Sampling Event Metadata QC'd by CO
,440214,1,,2018-10-24,QUADRA,HAKAI,QOMA5,4,QU39,,QM826,M,50.0307000000001,-125.0992,50.0314913,-125.0995458,,200,,,0.45nm,13,,2018-10-24T17:42:06.000Z,2018-10-24T18:01:13.000Z,,carolyn.prentice;chris.osullivan;Lucy Quayle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Available,,Technicianmr,,1: Sampling Event Metadata QC'd by CO
,440214,1,,2018-10-24,QUADRA,HAKAI,QOMA5,4,QU39,,QM827,M,50.0307000000001,-125.0992,50.0314913,-125.0995458,,260,,,0.45nm,13,,2018-10-24T17:42:06.000Z,2018-10-24T18:01:13.000Z,,carolyn.prentice;chris.osullivan;Lucy Quayle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Available,,Technicianmr,,1: Sampling Event Metadata QC'd by CO
,440207,1,,2018-10-30,QUADRA,HAKAI,QOMA1,2,QU39,,QNUT4835,M,50.0307000000001,-125.0992,50.11589489,-125.22208019,,0,,,0.45nm,13,,2018-10-30T16:08:32.000Z,2018-10-30T20:16:50.000Z,2018-12-04T08:00:00.000Z,bryn.fedje,,18.786583695019,,uM,,,,,,1.78952816769064,41.9847190393425,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event Metadata QCd by EJ
,440207,1,,2018-10-30,QUADRA,HAKAI,QOMA1,2,QU39,,QNUT4836,M,50.0307000000001,-125.0992,50.11589489,-125.22208019,,5,5.366649,,0.45nm,13,,2018-10-30T16:08:32.000Z,2018-10-30T20:16:50.000Z,2018-12-04T08:00:00.000Z,bryn.fedje,,19.1486054761283,,uM,,,,,,1.81133959135252,42.4468769112471,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event Metadata QCd by EJ
,440207,1,,2018-10-30,QUADRA,HAKAI,QOMA1,2,QU39,,QNUT4837,M,50.0307000000001,-125.0992,50.11589489,-125.22208019,,10,10.2732118,,0.45nm,13,,2018-10-30T16:08:32.000Z,2018-10-30T20:16:50.000Z,2018-12-04T08:00:00.000Z,bryn.fedje,,20.4405375590688,,uM,,,,,,1.8830695144956,44.4265691977739,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event Metadata QCd by EJ
,440207,1,,2018-10-30,QUADRA,HAKAI,QOMA1,2,QU39,,QNUT4838,M,50.0307000000001,-125.0992,50.11589489,-125.22208019,,20,19.6168943,,0.45nm,13,,2018-10-30T16:08:32.000Z,2018-10-30T20:16:50.000Z,2018-12-04T08:00:00.000Z,bryn.fedje,,21.0845907953692,,uM,,,,,,1.93881316504536,45.0822357952713,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event Metadata QCd by EJ
,440207,1,,2018-10-30,QUADRA,HAKAI,QOMA1,2,QU39,,QNUT4839,M,50.0307000000001,-125.0992,50.11589489,-125.22208019,,30,30.2570302,,0.45nm,13,,2018-10-30T16:08:32.000Z,2018-10-30T20:16:50.000Z,2018-12-03T08:00:00.000Z,bryn.fedje,,20.7894979810939,,uM,,,,,,1.94198836639924,44.5664390940494,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event Metadata QCd by EJ
,440207,1,,2018-10-30,QUADRA,HAKAI,QOMA1,2,QU39,,QNUT4793,M,50.0307000000001,-125.0992,50.11589489,-125.22208019,,40,38.800658,,0.45nm,13,,2018-10-30T16:08:32.000Z,2018-10-30T20:16:50.000Z,2018-12-03T08:00:00.000Z,bryn.fedje,,22.6141450610102,,uM,,,,,,2.04891459963366,47.1024372598587,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event Metadata QCd by EJ
,440207,1,,2018-10-30,QUADRA,HAKAI,QOMA1,2,QU39,,QNUT4841,M,50.0307000000001,-125.0992,50.11589489,-125.22208019,,50,48.2944457,,0.45nm,13,,2018-10-30T16:08:32.000Z,2018-10-30T20:16:50.000Z,2018-12-03T08:00:00.000Z,bryn.fedje,,23.1633272853774,,uM,,,,,,2.1518619104122,49.4489813589077,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event Metadata QCd by EJ
,440207,1,,2018-10-30,QUADRA,HAKAI,QOMA1,2,QU39,,QNUT4842,M,50.0307000000001,-125.0992,50.11589489,-125.22208019,,75,,,0.45nm,13,,2018-10-30T16:08:32.000Z,2018-10-30T20:16:50.000Z,2018-12-03T08:00:00.000Z,bryn.fedje,,28.2697573599175,,uM,,,,,,2.53429110441522,59.8319560057924,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event Metadata QCd by EJ
,440207,1,,2018-10-30,QUADRA,HAKAI,QOMA1,2,QU39,,QNUT4843,M,50.0307000000001,-125.0992,50.11589489,-125.22208019,,100,94.9821044,,0.45nm,13,,2018-10-30T16:08:32.000Z,2018-10-30T20:16:50.000Z,2018-11-30T08:00:00.000Z,bryn.fedje,,31.9684080909412,,uM,,,,,,2.75002849497611,62.0892045728738,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event Metadata QCd by EJ
,440206,1,,2018-10-30,QUADRA,HAKAI,QOMA1,3,QU39,,QNUT4830,M,50.0307000000001,-125.0992,50.03088997,-125.09999625,,150,143.800771,,0.45nm,13,,2018-10-30T16:53:27.000Z,2018-10-30T19:50:56.000Z,2018-11-30T08:00:00.000Z,bryn.fedje,,31.030451802458,,uM,,,,,,2.61319943596941,57.5320894149363,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event Metadata QCd by EJ
,440206,1,,2018-10-30,QUADRA,HAKAI,QOMA1,3,QU39,,QNUT4831,M,50.0307000000001,-125.0992,50.03088997,-125.09999625,,200,192.040159,,0.45nm,13,,2018-10-30T16:53:27.000Z,2018-10-30T19:50:56.000Z,2018-11-30T08:00:00.000Z,bryn.fedje,,30.1518513948242,,uM,,,,,,2.56165685910768,58.0403850282714,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event Metadata QCd by EJ
,440206,1,,2018-10-30,QUADRA,HAKAI,QOMA1,3,QU39,,QNUT4832,M,50.0307000000001,-125.0992,50.03088997,-125.09999625,,260,246.8832389,,0.45nm,13,,2018-10-30T16:53:27.000Z,2018-10-30T19:50:56.000Z,2018-12-03T08:00:00.000Z,bryn.fedje,,29.7968968383738,,uM,,,,,,2.5691218528077,60.7486030733315,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event Metadata QCd by EJ
,444269,1,,2018-11-07,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4794,M,50.0307000000001,-125.0992,,,,0,,,0.45nm,13,,2018-11-07T16:21:10.000Z,2018-11-07T21:56:52.000Z,2018-12-04T08:00:00.000Z,bryn.fedje;chris.mackenzie;chris.osullivan,,17.6376822141446,,uM,,,,,,1.72810134116269,39.2599105849666,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event metadata QC'd by EM
,444269,1,,2018-11-07,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4795,M,50.0307000000001,-125.0992,,,,5,5.6878162,,0.45nm,13,,2018-11-07T16:21:10.000Z,2018-11-07T21:56:52.000Z,2018-12-04T08:00:00.000Z,bryn.fedje;chris.mackenzie;chris.osullivan,,18.3734255526399,,uM,,,,,,1.77991864044803,40.585877754432,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event metadata QC'd by EM
,444269,1,,2018-11-07,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4856,M,50.0307000000001,-125.0992,,,,10,10.5380891,,0.45nm,13,,2018-11-07T16:21:10.000Z,2018-11-07T21:56:52.000Z,2018-12-04T08:00:00.000Z,bryn.fedje;chris.mackenzie;chris.osullivan,,19.0868943787225,,uM,,,,,,1.82504228629962,41.4882868326195,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event metadata QC'd by EM
,444269,1,,2018-11-07,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4857,M,50.0307000000001,-125.0992,,,,20,20.1810822,,0.45nm,13,,2018-11-07T16:21:10.000Z,2018-11-07T21:56:52.000Z,2018-12-04T08:00:00.000Z,bryn.fedje;chris.mackenzie;chris.osullivan,,20.9457036183829,,uM,,,,,,2.03276963563559,45.3999062732953,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event metadata QC'd by EM
,444269,1,,2018-11-07,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4858,M,50.0307000000001,-125.0992,,,,30,29.8901929,,0.45nm,13,,2018-11-07T16:21:10.000Z,2018-11-07T21:56:52.000Z,2018-12-04T08:00:00.000Z,bryn.fedje;chris.mackenzie;chris.osullivan,,24.0256566391971,,uM,,,,,,2.25070984993233,51.8150240130009,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event metadata QC'd by EM
,444269,1,,2018-11-07,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4859,M,50.0307000000001,-125.0992,,,,40,,,0.45nm,13,,2018-11-07T16:21:10.000Z,2018-11-07T21:56:52.000Z,2018-12-04T08:00:00.000Z,bryn.fedje;chris.mackenzie;chris.osullivan,,25.9398567363164,,uM,,,,,,2.40914340130116,55.5429198811873,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event metadata QC'd by EM
,444269,1,,2018-11-07,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4860,M,50.0307000000001,-125.0992,,,,50,48.9136078,,0.45nm,13,,2018-11-07T16:21:10.000Z,2018-11-07T21:56:52.000Z,2018-12-04T08:00:00.000Z,bryn.fedje;chris.mackenzie;chris.osullivan,,26.8224789163944,,uM,,,,,,2.45139736710907,57.2236290394027,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event metadata QC'd by EM
,444269,1,,2018-11-07,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4861,M,50.0307000000001,-125.0992,,,,75,,,0.45nm,13,,2018-11-07T16:21:10.000Z,2018-11-07T21:56:52.000Z,2018-12-04T08:00:00.000Z,bryn.fedje;chris.mackenzie;chris.osullivan,,27.6178512554582,,uM,,,,,,2.52774948426731,58.3688641037336,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event metadata QC'd by EM
,444269,1,,2018-11-07,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4862,M,50.0307000000001,-125.0992,,,,100,97.2626779,,0.45nm,13,,2018-11-07T16:21:10.000Z,2018-11-07T21:56:52.000Z,2018-12-04T08:00:00.000Z,bryn.fedje;chris.mackenzie;chris.osullivan,,31.8129040698409,,uM,,,,,,2.73255236175119,62.2999747202814,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event metadata QC'd by EM
,444270,1,,2018-11-07,QUADRA,HAKAI,QOMA5,2,QU39,,QNUT4863,M,50.0307000000001,-125.0992,,,,150,,,0.45nm,13,,2018-11-07T17:03:14.000Z,2018-11-07T21:56:57.000Z,2018-12-04T08:00:00.000Z,bryn.fedje;chris.mackenzie;chris.osullivan,,29.9119465404687,,uM,,,,,,2.56232274067716,56.992880872265,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event metadata QC'd by EM
,444270,1,,2018-11-07,QUADRA,HAKAI,QOMA5,2,QU39,,QNUT4864,M,50.0307000000001,-125.0992,,,,200,,,0.45nm,13,,2018-11-07T17:03:14.000Z,2018-11-07T21:56:57.000Z,2018-12-04T08:00:00.000Z,bryn.fedje;chris.mackenzie;chris.osullivan,,29.8148970529984,,uM,,,,,,2.59890942457659,60.0103202626203,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event metadata QC'd by EM
,444270,1,,2018-11-07,QUADRA,HAKAI,QOMA5,2,QU39,,QNUT4865,M,50.0307000000001,-125.0992,,,,260,246.8934335,,0.45nm,13,,2018-11-07T17:03:14.000Z,2018-11-07T21:56:57.000Z,2018-12-04T08:00:00.000Z,bryn.fedje;chris.mackenzie;chris.osullivan,,29.8479538976331,,uM,,,,,,2.60543829744367,61.6408375572815,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event metadata QC'd by EM
,447195,1,,2018-11-16,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4866,M,50.0307000000001,-125.0992,50.03084747,-125.0994358,,0,,,0.45nm,13,,2018-11-16T17:37:27.000Z,2018-11-16T19:39:08.000Z,2019-03-08T08:00:00.000Z,bryn.fedje,,20.641873407218,,uM,,,,,,1.8074561225879,39.0490147748068,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by EM
,447195,1,,2018-11-16,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4867,M,50.0307000000001,-125.0992,50.03084747,-125.0994358,,5,5.0284966,,0.45nm,13,,2018-11-16T17:37:27.000Z,2018-11-16T19:39:08.000Z,2019-03-08T08:00:00.000Z,bryn.fedje,,21.1974276662777,,uM,,,,,,1.86330891175083,37.9451033101234,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by EM
,447195,1,,2018-11-16,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4868,M,50.0307000000001,-125.0992,50.03084747,-125.0994358,,10,10.6263527,,0.45nm,13,,2018-11-16T17:37:27.000Z,2018-11-16T19:39:08.000Z,2019-03-08T08:00:00.000Z,bryn.fedje,,21.2945730180944,,uM,,,,,,1.87774232777464,41.5336155691799,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by EM
,447195,1,,2018-11-16,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4869,M,50.0307000000001,-125.0992,50.03084747,-125.0994358,,20,20.0892866,,0.45nm,13,,2018-11-16T17:37:27.000Z,2018-11-16T19:39:08.000Z,2019-03-08T08:00:00.000Z,bryn.fedje,,21.5754393008095,,uM,,,,,,1.90265397905205,42.3363992365661,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by EM
,447195,1,,2018-11-16,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4870,M,50.0307000000001,-125.0992,50.03084747,-125.0994358,,30,29.6917822,,0.45nm,13,,2018-11-16T17:37:27.000Z,2018-11-16T19:39:08.000Z,2019-03-08T08:00:00.000Z,bryn.fedje,,24.57987271957,,uM,,,,,,2.11767648603813,44.8793703633175,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by EM
,447195,1,,2018-11-16,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4871,M,50.0307000000001,-125.0992,50.03084747,-125.0994358,,40,39.2729382,,0.45nm,13,,2018-11-16T17:37:27.000Z,2018-11-16T19:39:08.000Z,2019-03-08T08:00:00.000Z,bryn.fedje,,27.5865297281742,,uM,,,,,,2.34965533026212,50.4461180114482,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by EM
,447195,1,,2018-11-16,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4872,M,50.0307000000001,-125.0992,50.03084747,-125.0994358,,50,48.5893567,,0.45nm,13,,2018-11-16T17:37:27.000Z,2018-11-16T19:39:08.000Z,2019-03-08T08:00:00.000Z,bryn.fedje,,29.865966766642,,uM,,,,,,2.51775778407106,53.6395664630336,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by EM
,447195,1,,2018-11-16,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4873,M,50.0307000000001,-125.0992,50.03084747,-125.0994358,,75,72.7263126,,0.45nm,13,,2018-11-16T17:37:27.000Z,2018-11-16T19:39:08.000Z,2019-03-08T08:00:00.000Z,bryn.fedje,,31.0878240810119,,uM,,,,,,2.58606324166515,54.7967107172985,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by EM
,447194,1,,2018-11-16,QUADRA,HAKAI,QOMA1,2,QU39,,QNUT4874,M,50.0307000000001,-125.0992,50.03091368,-125.09969494,,100,95.7937389,,0.45nm,13,,2018-11-16T18:40:03.000Z,2018-11-16T19:42:28.000Z,2019-03-08T08:00:00.000Z,bryn.fedje,,32.132382167519,,uM,,,,,,2.62981164115564,53.0735444063968,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by EM
,447194,1,,2018-11-16,QUADRA,HAKAI,QOMA1,2,QU39,,QNUT4875,M,50.0307000000001,-125.0992,50.03091368,-125.09969494,,150,143.8337076,,0.45nm,13,,2018-11-16T18:40:03.000Z,2018-11-16T19:42:28.000Z,2019-03-08T08:00:00.000Z,bryn.fedje,,31.2702339312455,,uM,,,,,,2.58186311636883,51.76468782022,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by EM
,447194,1,,2018-11-16,QUADRA,HAKAI,QOMA1,2,QU39,,QNUT4876,M,50.0307000000001,-125.0992,50.03091368,-125.09969494,,200,191.3372617,,0.45nm,13,,2018-11-16T18:40:03.000Z,2018-11-16T19:42:28.000Z,2019-03-08T08:00:00.000Z,bryn.fedje,,30.9434357599951,,uM,,,,,,2.58480439643647,53.8584994918035,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by EM
,447194,1,,2018-11-16,QUADRA,HAKAI,QOMA1,2,QU39,,QNUT4877,M,50.0307000000001,-125.0992,50.03091368,-125.09969494,,260,247.8214564,,0.45nm,13,,2018-11-16T18:40:03.000Z,2018-11-16T19:42:28.000Z,2019-03-08T08:00:00.000Z,bryn.fedje,,30.771027509611,,uM,,,,,,2.59772336980631,54.1412860912279,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by EM
,447192,1,,2018-11-19,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4888,M,50.0307000000001,-125.0992,50.02997337,-125.09909964,,0,,,0.45nm,13,,2018-11-19T18:48:23.000Z,2018-11-19T22:27:51.000Z,2019-03-08T08:00:00.000Z,chris.mackenzie;emma.myers,,19.528574137886,,uM,,,,,,1.74412748982429,37.4332197269553,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by Em
,447192,1,,2018-11-19,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4889,M,50.0307000000001,-125.0992,50.02997337,-125.09909964,,5,8.5858136,,0.45nm,13,,2018-11-19T18:48:23.000Z,2018-11-19T22:27:51.000Z,2019-03-08T08:00:00.000Z,chris.mackenzie;emma.myers,,19.8786590384132,,uM,,,,,,1.75356834175465,36.7800581448266,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by Em
,447192,1,,2018-11-19,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4890,M,50.0307000000001,-125.0992,50.02997337,-125.09909964,,10,13.8427048,,0.45nm,13,,2018-11-19T18:48:23.000Z,2018-11-19T22:27:51.000Z,2019-03-08T08:00:00.000Z,chris.mackenzie;emma.myers,,21.7033992471983,,uM,,,,,,1.90664291107632,39.4417125810551,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by Em
,447192,1,,2018-11-19,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4891,M,50.0307000000001,-125.0992,50.02997337,-125.09909964,,20,,,0.45nm,13,,2018-11-19T18:48:23.000Z,2018-11-19T22:27:51.000Z,2019-03-08T08:00:00.000Z,chris.mackenzie;emma.myers,,23.6057621929515,,uM,,,,,,2.06320233805181,42.7727664054835,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by Em
,447192,1,,2018-11-19,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4892,M,50.0307000000001,-125.0992,50.02997337,-125.09909964,,30,33.0696195,,0.45nm,13,,2018-11-19T18:48:23.000Z,2018-11-19T22:27:51.000Z,2019-03-08T08:00:00.000Z,chris.mackenzie;emma.myers,,28.6347430435048,,uM,,,,,,2.43465005528506,51.8847764642334,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by Em
,447192,1,,2018-11-19,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4893,M,50.0307000000001,-125.0992,50.02997337,-125.09909964,,40,,,0.45nm,13,,2018-11-19T18:48:23.000Z,2018-11-19T22:27:51.000Z,2019-03-08T08:00:00.000Z,chris.mackenzie;emma.myers,,29.625610478285,,uM,,,,,,2.52336761085205,52.4446437128241,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by Em
,447192,1,,2018-11-19,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4894,M,50.0307000000001,-125.0992,50.02997337,-125.09909964,,50,52.0679945,,0.45nm,13,,2018-11-19T18:48:23.000Z,2018-11-19T22:27:51.000Z,2019-03-08T08:00:00.000Z,chris.mackenzie;emma.myers,,30.3193655091157,,uM,,,,,,2.58964102240559,53.5825784142009,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by Em
,447192,1,,2018-11-19,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4895,M,50.0307000000001,-125.0992,50.02997337,-125.09909964,,75,,,0.45nm,13,,2018-11-19T18:48:23.000Z,2018-11-19T22:27:51.000Z,2019-03-08T08:00:00.000Z,chris.mackenzie;emma.myers,,31.2086788159511,,uM,,,,,,2.642447692905,56.0934126849737,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by Em
,447192,1,,2018-11-19,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4896,M,50.0307000000001,-125.0992,50.02997337,-125.09909964,,100,99.0850507,,0.45nm,13,,2018-11-19T18:48:23.000Z,2018-11-19T22:27:51.000Z,2019-03-08T08:00:00.000Z,chris.mackenzie;emma.myers,,31.9015565242696,,uM,,,,,,2.64688230320791,53.1584759734286,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by Em
,447191,1,,2018-11-19,QUADRA,HAKAI,QOMA5,2,QU39,,QNUT4897,M,50.0307000000001,-125.0992,50.03091255,-125.09876735,,150,,,0.45nm,13,,2018-11-19T19:25:44.000Z,2018-11-19T22:05:05.000Z,2019-03-08T08:00:00.000Z,chris.mackenzie;emma.myers,,31.230017083902,,uM,,,,,,2.55806937149043,53.233984012659,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by Em
,447191,1,,2018-11-19,QUADRA,HAKAI,QOMA5,2,QU39,,QNUT4898,M,50.0307000000001,-125.0992,50.03091255,-125.09876735,,200,,,0.45nm,13,,2018-11-19T19:25:44.000Z,2018-11-19T22:05:05.000Z,2019-03-08T08:00:00.000Z,chris.mackenzie;emma.myers,,30.597635448604,,uM,,,,,,2.52859805758612,50.8267172753204,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,Results,,Technicianmr,,1: Event QC'd by Em
