action,event_pk,rn,date,work_area,organization,project,survey,sampling_bout,site_id,lat,long,gather_lat,gather_long,collection_method,line_out_depth,pressure_transducer_depth,volume,collected,preserved,analyzed,lab_technician,project_specific_id,hakai_id,is_blank,is_solid_standard,filter_size_mm,filter_type,acetone_volume_ml,flurometer_serial_no,calibration,acid_ratio_correction_factor,acid_coefficient,calibration_slope,before_acid,after_acid,acid_flag,dilution_factor,chla,chla_flag,chla_final,phaeo,phaeo_flag,phaeo_final,analyzing_lab,row_flag,quality_level,comments,quality_log
,364805,1,2018-01-10,CALVERT,HAKAI,OCEANOGRAPHY,QCS_V1,1,QCS01,51.705,-128.2384,,,,0,,250,2018-01-10T17:40:04.000Z,2018-01-11T00:15:32.000Z,2018-01-16T00:49:10.000Z,lucy.quayle,,CHL9167,,,,20um,10,720000982,2017-05-02T07:00:00.000Z,2.2980174114682197,1.7704056903742726,0.0006238373586389078,4348.21,3187.96,,1,0.06653287069147289,AV,0.06653287069147289,0.07430421532468703,AV,0.07430421532468703,HAKAI,Results,Principal Investigator,,1: Calibration inputs and final concentrations updated by JD2: Metadata QC'd by LQ.
,364805,1,2018-01-10,CALVERT,HAKAI,OCEANOGRAPHY,QCS_V1,1,QCS01,51.705,-128.2384,,,,0,,250,2018-01-10T17:40:04.000Z,2018-01-11T00:15:32.000Z,2018-01-15T23:52:18.000Z,lucy.quayle,,CHL9168,,,,3um,10,720000982,2017-05-02T07:00:00.000Z,2.2980174114682197,1.7704056903742726,0.0006238373586389078,7700.36,5263.78,,1,0.13972218234813963,AV,0.13972218234813963,0.09282008186789262,AV,0.09282008186789262,HAKAI,Results,Principal Investigator,,1: Calibration inputs and final concentrations updated by JD2: Metadata QC'd by LQ.
,364805,1,2018-01-10,CALVERT,HAKAI,OCEANOGRAPHY,QCS_V1,1,QCS01,51.705,-128.2384,,,,0,,250,2018-01-10T17:40:04.000Z,2018-01-11T00:15:32.000Z,2018-01-16T00:56:21.000Z,lucy.quayle,,CHL9169,,,,GF/F,10,720000982,2017-05-02T07:00:00.000Z,2.2980174114682197,1.7704056903742726,0.0006238373586389078,7301.02,5501.24,,1,0.10320580048532563,AV,0.10320580048532563,0.1398269261095938,AV,0.1398269261095938,HAKAI,Results,Principal Investigator,,1: Calibration inputs and final concentrations updated by JD2: Metadata QC'd by LQ.
,364805,1,2018-01-10,CALVERT,HAKAI,OCEANOGRAPHY,QCS_V1,1,QCS01,51.705,-128.2384,,,,0,,250,2018-01-10T17:40:04.000Z,2018-01-11T00:15:32.000Z,2018-01-16T00:33:39.000Z,lucy.quayle,,CHL9170,,,,Bulk GF/F,10,720000982,2017-05-02T07:00:00.000Z,2.2980174114682197,1.7704056903742726,0.0006238373586389078,15159.47,10901.86,,1,0.2441465335787303,AV,0.2441465335787303,0.23747374853150116,AV,0.23747374853150116,HAKAI,Results,Principal Investigator,,1: Calibration inputs and final concentrations updated by JD2: Metadata QC'd by LQ.
,364805,1,2018-01-10,CALVERT,HAKAI,OCEANOGRAPHY,QCS_V1,1,QCS01,51.705,-128.2384,,,,5,,250,2018-01-10T17:40:04.000Z,2018-01-11T00:15:32.000Z,2018-01-16T00:31:43.000Z,lucy.quayle,,CHL9171,,,,20um,10,720000982,2017-05-02T07:00:00.000Z,2.2980174114682197,1.7704056903742726,0.0006238373586389078,4311.95,3195.3,,1,0.06403269128001138,AV,0.06403269128001138,0.07712865984968785,AV,0.07712865984968785,HAKAI,Results,Principal Investigator,,1: Calibration inputs and final concentrations updated by JD2: Metadata QC'd by LQ.
,364805,1,2018-01-10,CALVERT,HAKAI,OCEANOGRAPHY,QCS_V1,1,QCS01,51.705,-128.2384,,,,5,,250,2018-01-10T17:40:04.000Z,2018-01-11T00:15:32.000Z,2018-01-16T01:01:19.000Z,lucy.quayle,,CHL9172,,,,3um,10,720000982,2017-05-02T07:00:00.000Z,2.2980174114682197,1.7704056903742726,0.0006238373586389078,3579.77,2594.56,,1,0.05649545316435768,AV,0.05649545316435768,0.058126521356680165,AV,0.058126521356680165,HAKAI,Results,Principal Investigator,,1: Calibration inputs and final concentrations updated by JD2: Metadata QC'd by LQ.
,364805,1,2018-01-10,CALVERT,HAKAI,OCEANOGRAPHY,QCS_V1,1,QCS01,51.705,-128.2384,,,,5,,250,2018-01-10T17:40:04.000Z,2018-01-11T00:15:32.000Z,2018-01-16T01:00:37.000Z,lucy.quayle,,CHL9173,,,,GF/F,10,720000982,2017-05-02T07:00:00.000Z,2.2980174114682197,1.7704056903742726,0.0006238373586389078,8030.49,5871.58,,1,0.12379959479812774,AV,0.12379959479812774,0.13559394135375757,AV,0.13559394135375757,HAKAI,Results,Principal Investigator,,1: Calibration inputs and final concentrations updated by JD2: Metadata QC'd by LQ.
,364805,1,2018-01-10,CALVERT,HAKAI,OCEANOGRAPHY,QCS_V1,1,QCS01,51.705,-128.2384,,,,5,,250,2018-01-10T17:40:04.000Z,2018-01-11T00:15:32.000Z,2018-01-16T00:34:10.000Z,lucy.quayle,,CHL9174,,,,Bulk GF/F,10,720000982,2017-05-02T07:00:00.000Z,2.2980174114682197,1.7704056903742726,0.0006238373586389078,13503.93,9720.4,,1,0.21696109652860024,AV,0.21696109652860024,0.2124648720881581,AV,0.2124648720881581,HAKAI,Results,Principal Investigator,,1: Calibration inputs and final concentrations updated by JD2: Metadata QC'd by LQ.
,364805,1,2018-01-10,CALVERT,HAKAI,OCEANOGRAPHY,QCS_V1,1,QCS01,51.705,-128.2384,,,,10,,250,2018-01-10T17:40:04.000Z,2018-01-11T00:15:32.000Z,2018-01-16T00:55:08.000Z,lucy.quayle,,CHL9175,,,,20um,10,720000982,2017-05-02T07:00:00.000Z,2.2980174114682197,1.7704056903742726,0.0006238373586389078,3323.35,2578.65,,1,0.042703752470536406,AV,0.042703752470536406,0.07121535311911054,AV,0.07121535311911054,HAKAI,Results,Principal Investigator,,1: Calibration inputs and final concentrations updated by JD2: Metadata QC'd by LQ.
,364805,1,2018-01-10,CALVERT,HAKAI,OCEANOGRAPHY,QCS_V1,1,QCS01,51.705,-128.2384,,,,10,,250,2018-01-10T17:40:04.000Z,2018-01-11T00:15:32.000Z,2018-01-16T00:42:38.000Z,lucy.quayle,,CHL9176,,,,3um,10,720000982,2017-05-02T07:00:00.000Z,2.2980174114682197,1.7704056903742726,0.0006238373586389078,5886.52,4348.31,,1,0.08820644432349108,AV,0.08820644432349108,0.10389236165115363,AV,0.10389236165115363,HAKAI,Results,Principal Investigator,,1: Calibration inputs and final concentrations updated by JD2: Metadata QC'd by LQ.
